event_start_date;event_end_date;event_id;event_type;event_status;tech_id;tech_last_name;tech_first_name;tech_mail;tech_phone;customer_id;customer_last_name;customer_first_name;customer_mail;customer_phone;customer_country;customer_city;customer_postcode;customer_street;description;teammates_number;event_req
17/07/2022 00:07;17/07/2022 01:05;2409;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;509;Rhu;Alie;Alie.Rhu@customer.com;692667939;France;Lannion;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
29/12/2021 03:12;29/12/2021 04:10;2410;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;510;Evangelia;Justinn;Justinn.Evangelia@customer.com;611649647;France;Lannion;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
24/06/2022 01:06;24/06/2022 02:05;2411;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;511;Silvan;Xylina;Xylina.Silvan@customer.com;710664282;France;Grenoble;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
25/11/2021 11:11;25/11/2021 12:10;2412;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;512;Wenda;Tomasina;Tomasina.Wenda@customer.com;626070789;France;Lannion;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
17/08/2022 22:08;17/08/2022 23:05;2413;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;513;Amand;Millie;Millie.Amand@customer.com;626751595;France;Grenoble;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
05/03/2022 14:03;05/03/2022 15:00;2414;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;514;Eno;Rozele;Rozele.Eno@customer.com;751133215;France;Brest;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
24/10/2022 13:10;24/10/2022 14:10;2415;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;515;Libna;Beverley;Beverley.Libna@customer.com;792846644;France;Brest;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
01/08/2022 00:08;01/08/2022 01:05;2416;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;516;August;Gui;Gui.August@customer.com;659528264;France;Toulouse;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
23/11/2022 19:11;23/11/2022 20:10;2417;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;517;Nisbet;Katharina;Katharina.Nisbet@customer.com;699139065;France;Grenoble;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
05/05/2022 22:05;05/05/2022 23:05;2418;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;518;Eben;Lanae;Lanae.Eben@customer.com;624773349;France;Bordeaux;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
12/11/2021 11:11;12/11/2021 12:10;2419;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;519;Idelia;Lynnea;Lynnea.Idelia@customer.com;755096286;France;Lyon;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
27/02/2022 19:02;27/02/2022 20:00;2420;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;520;Luhe;Drucie;Drucie.Luhe@customer.com;742192421;France;Rennes;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
03/09/2022 14:09;03/09/2022 15:05;2421;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;521;Gillan;Janenna;Janenna.Gillan@customer.com;770834012;France;Grenoble;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
26/08/2022 15:08;26/08/2022 16:05;2422;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;522;Margarete;Frances;Frances.Margarete@customer.com;794214346;France;Lannion;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
08/08/2022 07:08;08/08/2022 08:05;2423;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;523;Clywd;Shirlee;Shirlee.Clywd@customer.com;724268233;France;Nantes;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
19/06/2022 23:06;20/06/2022 00:05;2424;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;524;Engdahl;Imojean;Imojean.Engdahl@customer.com;663410349;France;Nantes;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
14/05/2022 13:05;14/05/2022 14:05;2425;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;525;McNully;Ketti;Ketti.McNully@customer.com;730934398;France;Lyon;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
18/03/2022 12:03;18/03/2022 13:00;2426;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;526;Carey;Malina;Malina.Carey@customer.com;655782882;France;Lannion;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
25/10/2021 01:10;25/10/2021 02:10;2427;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;527;Stefa;Elora;Elora.Stefa@customer.com;632289819;France;Brest;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
29/12/2021 17:12;29/12/2021 18:10;2428;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;528;Lareena;Augustine;Augustine.Lareena@customer.com;610500707;France;Lyon;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
24/11/2021 16:11;24/11/2021 17:10;2429;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;529;Hubert;Joceline;Joceline.Hubert@customer.com;647851537;France;Lyon;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
20/11/2021 11:11;20/11/2021 12:10;2430;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;530;Olympium;Adelle;Adelle.Olympium@customer.com;795467479;France;Lannion;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
25/04/2022 20:04;25/04/2022 21:00;2431;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;531;Harday;Monika;Monika.Harday@customer.com;770145619;France;Lyon;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
21/09/2022 03:09;21/09/2022 04:05;2432;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;532;Barbey;Paola;Paola.Barbey@customer.com;633501298;France;Lannion;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
16/10/2022 08:10;16/10/2022 09:10;2433;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;533;Dunkin;Nariko;Nariko.Dunkin@customer.com;654354795;France;Grenoble;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
11/04/2022 18:04;11/04/2022 19:00;2434;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;534;Harned;Perry;Perry.Harned@customer.com;780753042;France;Rennes;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
07/11/2022 10:11;07/11/2022 11:10;2435;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;535;Geffner;Lolita;Lolita.Geffner@customer.com;692987757;France;Toulouse;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
04/07/2022 21:07;04/07/2022 22:05;2436;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;536;Cressida;Abbie;Abbie.Cressida@customer.com;767099600;France;Brest;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
07/07/2022 21:07;07/07/2022 22:05;2437;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;537;Lorain;Zia;Zia.Lorain@customer.com;795046656;France;Bordeaux;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
30/06/2022 22:06;30/06/2022 23:05;2438;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;538;Dermott;Chrystel;Chrystel.Dermott@customer.com;642985606;France;Rennes;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
16/04/2022 04:04;16/04/2022 05:00;2439;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;539;Ruvolo;Olwen;Olwen.Ruvolo@customer.com;639625372;France;Bordeaux;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
30/03/2022 16:03;30/03/2022 17:00;2440;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;540;Nunci;Steffane;Steffane.Nunci@customer.com;627036968;France;Nantes;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
14/04/2022 17:04;14/04/2022 18:00;2441;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;541;Himelman;Nollie;Nollie.Himelman@customer.com;788239375;France;Grenoble;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
01/12/2021 22:12;01/12/2021 23:10;2442;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;542;Zenas;Ulrike;Ulrike.Zenas@customer.com;728908381;France;Toulouse;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
21/06/2022 04:06;21/06/2022 05:05;2443;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;543;Maisey;Briney;Briney.Maisey@customer.com;771432488;France;Lannion;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
23/04/2022 16:04;23/04/2022 17:00;2444;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;544;Hanshaw;Audrie;Audrie.Hanshaw@customer.com;669722229;France;Brest;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
14/07/2022 00:07;14/07/2022 01:05;2445;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;545;Randene;Tamqrah;Tamqrah.Randene@customer.com;600592123;France;Grenoble;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
06/07/2022 18:07;06/07/2022 19:05;2446;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;546;Primalia;Corene;Corene.Primalia@customer.com;749073229;France;Brest;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
08/08/2022 05:08;08/08/2022 06:05;2447;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;547;Truc;Alie;Alie.Truc@customer.com;767077880;France;Lannion;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
23/03/2022 01:03;23/03/2022 02:00;2448;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;548;Poll;Krystle;Krystle.Poll@customer.com;681554095;France;Rennes;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
05/10/2022 11:10;05/10/2022 12:10;2449;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;549;Audly;Daphne;Daphne.Audly@customer.com;714645153;France;Paris;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
15/01/2022 19:01;15/01/2022 20:00;2450;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;550;Holbrook;Damaris;Damaris.Holbrook@customer.com;686775808;France;Rennes;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
12/11/2021 08:11;12/11/2021 09:10;2451;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;551;Xerxes;Constance;Constance.Xerxes@customer.com;674853617;France;Paris;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
22/10/2022 23:10;23/10/2022 00:10;2452;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;552;Bergman;Janenna;Janenna.Bergman@customer.com;717917541;France;Paris;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
08/09/2022 19:09;08/09/2022 20:05;2453;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;553;Wu;Janenna;Janenna.Wu@customer.com;665960316;France;Rennes;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
17/01/2022 12:01;17/01/2022 13:00;2454;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;554;Lymann;Jessy;Jessy.Lymann@customer.com;701818922;France;Nantes;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
01/01/2022 16:01;01/01/2022 17:00;2455;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;555;Dimitris;Ernesta;Ernesta.Dimitris@customer.com;642652575;France;Bordeaux;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
11/11/2022 17:11;11/11/2022 18:10;2456;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;556;Louanna;Trixi;Trixi.Louanna@customer.com;721208184;France;Brest;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
08/11/2021 17:11;08/11/2021 18:10;2457;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;557;Aaberg;Glenda;Glenda.Aaberg@customer.com;704481057;France;Nantes;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
18/11/2022 17:11;18/11/2022 18:10;2458;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;558;Graig;Misha;Misha.Graig@customer.com;633980249;France;Bordeaux;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
09/01/2022 22:01;09/01/2022 23:00;2459;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;559;Rozanna;Olivette;Olivette.Rozanna@customer.com;648504143;France;Paris;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
02/02/2022 19:02;02/02/2022 20:00;2460;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;560;Othilia;Goldie;Goldie.Othilia@customer.com;644722300;France;Rennes;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
18/04/2022 23:04;19/04/2022 00:00;2461;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;561;Means;Renae;Renae.Means@customer.com;602748968;France;Grenoble;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
09/11/2022 20:11;09/11/2022 21:10;2462;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;562;Jacobah;Elena;Elena.Jacobah@customer.com;710846689;France;Rennes;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
18/01/2022 13:01;18/01/2022 14:00;2463;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;563;Ophelia;Imojean;Imojean.Ophelia@customer.com;747293079;France;Grenoble;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
04/11/2022 18:11;04/11/2022 19:10;2464;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;564;Kesley;Raquela;Raquela.Kesley@customer.com;659507124;France;Nantes;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
21/11/2022 02:11;21/11/2022 03:10;2465;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;565;Alfons;Sallie;Sallie.Alfons@customer.com;783547034;France;Lyon;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
23/12/2022 01:12;23/12/2022 02:10;2466;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;566;Ackerley;Juliane;Juliane.Ackerley@customer.com;742491248;France;Lyon;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
25/03/2022 01:03;25/03/2022 02:00;2467;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;567;Herrera;Ardenia;Ardenia.Herrera@customer.com;635827819;France;Paris;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
02/07/2022 19:07;02/07/2022 20:05;2468;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;568;Angelis;Deirdre;Deirdre.Angelis@customer.com;788057834;France;Rennes;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
21/06/2022 21:06;21/06/2022 22:05;2469;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;569;Fulmer;Lizzie;Lizzie.Fulmer@customer.com;697707389;France;Rennes;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
10/12/2021 07:12;10/12/2021 08:10;2470;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;570;Havens;Elora;Elora.Havens@customer.com;752051743;France;Rennes;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
19/04/2022 08:04;19/04/2022 09:00;2471;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;571;Fennessy;Atlanta;Atlanta.Fennessy@customer.com;732457955;France;Toulouse;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
06/12/2022 02:12;06/12/2022 03:10;2472;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;572;Lutero;Rhoda;Rhoda.Lutero@customer.com;659566412;France;Lyon;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
25/01/2022 05:01;25/01/2022 06:00;2473;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;573;Paton;Marsiella;Marsiella.Paton@customer.com;600792036;France;Paris;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
31/01/2022 00:01;31/01/2022 01:00;2474;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;574;Sundin;Merle;Merle.Sundin@customer.com;655438591;France;Rennes;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
03/10/2022 01:10;03/10/2022 02:10;2475;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;575;Lasley;Aurore;Aurore.Lasley@customer.com;793546168;France;Bordeaux;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
21/11/2022 06:11;21/11/2022 07:10;2476;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;576;Ingra;Kirstin;Kirstin.Ingra@customer.com;635345109;France;Grenoble;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
14/08/2022 04:08;14/08/2022 05:05;2477;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;577;Hanleigh;Iseabal;Iseabal.Hanleigh@customer.com;778467358;France;Nantes;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
07/09/2022 16:09;07/09/2022 17:05;2478;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;578;Leler;Mureil;Mureil.Leler@customer.com;689459145;France;Nantes;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
08/11/2022 06:11;08/11/2022 07:10;2479;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;579;Bearnard;Ardys;Ardys.Bearnard@customer.com;660358697;France;Nantes;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
06/05/2022 02:05;06/05/2022 03:05;2480;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;580;Ivens;Wynne;Wynne.Ivens@customer.com;606769006;France;Rennes;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
04/04/2022 08:04;04/04/2022 09:00;2481;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;581;Vins;Daphne;Daphne.Vins@customer.com;775976409;France;Lyon;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
23/04/2022 03:04;23/04/2022 04:00;2482;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;582;Madox;Brana;Brana.Madox@customer.com;739261883;France;Rennes;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
06/06/2022 00:06;06/06/2022 01:05;2483;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;583;Montgomery;Molli;Molli.Montgomery@customer.com;726149647;France;Brest;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
02/07/2022 04:07;02/07/2022 05:05;2484;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;584;Rodmann;Nariko;Nariko.Rodmann@customer.com;636152529;France;Nantes;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
08/09/2022 20:09;08/09/2022 21:05;2485;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;585;Dash;Blondelle;Blondelle.Dash@customer.com;728906802;France;Paris;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
20/08/2022 14:08;20/08/2022 15:05;2486;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;586;Hertzfeld;Jorry;Jorry.Hertzfeld@customer.com;618871156;France;Paris;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
21/10/2022 09:10;21/10/2022 10:10;2487;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;587;Riva;Emilia;Emilia.Riva@customer.com;766543037;France;Nantes;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
24/12/2021 03:12;24/12/2021 04:10;2488;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;588;Trace;Marguerite;Marguerite.Trace@customer.com;774659586;France;Bordeaux;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
28/03/2022 07:03;28/03/2022 08:00;2489;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;589;Cloris;Aryn;Aryn.Cloris@customer.com;798526454;France;Rennes;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
07/01/2022 16:01;07/01/2022 17:00;2490;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;590;Parsaye;Oona;Oona.Parsaye@customer.com;739912143;France;Lannion;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
07/11/2022 23:11;08/11/2022 00:10;2491;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;591;Wilkinson;Constance;Constance.Wilkinson@customer.com;754213424;France;Grenoble;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
11/03/2022 13:03;11/03/2022 14:00;2492;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;592;Sancho;Helena;Helena.Sancho@customer.com;634706346;France;Paris;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
21/01/2022 15:01;21/01/2022 16:00;2493;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;593;Thilda;Joane;Joane.Thilda@customer.com;784993887;France;Bordeaux;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
15/12/2021 11:12;15/12/2021 12:10;2494;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;594;Podvin;Sindee;Sindee.Podvin@customer.com;626879613;France;Rennes;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
17/05/2022 09:05;17/05/2022 10:05;2495;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;595;Brieta;Etta;Etta.Brieta@customer.com;749833815;France;Rennes;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
23/11/2021 17:11;23/11/2021 18:10;2496;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;596;Sawtelle;Sean;Sean.Sawtelle@customer.com;749620591;France;Lyon;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
15/10/2021 11:10;15/10/2021 12:10;2497;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;597;Philoo;Elmira;Elmira.Philoo@customer.com;722251719;France;Toulouse;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
22/01/2022 17:01;22/01/2022 18:00;2498;check;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;598;Glenden;Correy;Correy.Glenden@customer.com;746734126;France;Bordeaux;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
29/04/2022 03:04;29/04/2022 04:00;2499;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;599;Agle;Juliane;Juliane.Agle@customer.com;621875089;France;Grenoble;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
10/12/2022 21:12;10/12/2022 22:10;2500;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;600;Urias;Randa;Randa.Urias@customer.com;605825746;France;Nantes;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
05/01/2022 13:01;05/01/2022 14:00;2501;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;601;Hazlett;Carmencita;Carmencita.Hazlett@customer.com;711497872;France;Toulouse;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
02/10/2022 19:10;02/10/2022 20:10;2502;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;602;Hoenack;Bibby;Bibby.Hoenack@customer.com;658762633;France;Grenoble;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
30/06/2022 02:06;30/06/2022 03:05;2503;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;603;Dawkins;Harrietta;Harrietta.Dawkins@customer.com;617037267;France;Lyon;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
05/01/2022 19:01;05/01/2022 20:00;2504;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;604;Guthrie;Lucille;Lucille.Guthrie@customer.com;688047719;France;Paris;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
25/09/2022 07:09;25/09/2022 08:05;2505;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;605;Kesley;Nannie;Nannie.Kesley@customer.com;701705952;France;Lannion;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
25/11/2021 20:11;25/11/2021 21:10;2506;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;606;Luhe;Dianemarie;Dianemarie.Luhe@customer.com;732434690;France;Toulouse;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
19/12/2021 19:12;19/12/2021 20:10;2507;repair;deleted;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;607;Odysseus;Viviene;Viviene.Odysseus@customer.com;663897439;France;Bordeaux;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
30/03/2022 19:03;30/03/2022 20:00;2508;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;608;Ardeha;Eadie;Eadie.Ardeha@customer.com;654232325;France;Grenoble;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
19/12/2021 21:12;19/12/2021 22:10;2509;check;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;609;Tayib;Gusty;Gusty.Tayib@customer.com;711584250;France;Toulouse;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
25/12/2022 19:12;25/12/2022 20:10;2510;repair;new;marw1000;Ali;Marwa;marwa1.ali.ext@orange.com;600000001;610;Seagraves;Emylee;Emylee.Seagraves@customer.com;764291989;France;Bordeaux;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
